artist,artist_id,track,composer,piece_path,youtube_link,album,album_date(yyyy-mm-dd),performer_label
Sviatoslav Richter,0,"Lyric Pieces, Book 5, Op. 54: No. 6, Bell Ringing",Edvard Grieg,".\audio\Edvard_Grieg\Lyric_Pieces,_Book_5,_Op._54\No._6,_Bell_Ringing\0.mp3",https://www.youtube.com/watch?v=c4ZOFm0oYCI,"Un homme de concert, Vol. 8: Sviatoslav Richter",1994-01-19,18
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 6. Sehr langsam",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\VI._Sehr_langsam\35.mp3",https://www.youtube.com/watch?v=ZCc92iCrkbU,Schumann: Kreisleriana; Humoreske,1974-09-19,19
Sviatoslav Richter,0,"Préludes, Book 2, L. 123: No. 2, Feuilles mortes",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_2,_L._123\No._2,_Feuilles_mortes\0.mp3",https://www.youtube.com/watch?v=PXPv4r2dtaM,"Un homme de concert, Vol. 8: Sviatoslav Richter",1994-01-19,18
Glenn Gould,15,"Piano Sonata No. 8 in A Minor, K. 310 (300d): II. Andante cantabile con espressione - Remastered",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.8_in_A_minor,_K.310\2._Andante_cantabile_con_espressione\14.mp3",https://www.youtube.com/watch?v=qq-20S1v1wo,"Mozart: Piano Sonatas Nos. 8, 10, 12 & 13 (Gould Remastered)",1972,9
Sviatoslav Richter,0,Suite No. 14 in G Major: I. Allemante,George Frideric Handel,.\audio\George_Frideric_Handel\Suite_No._14_in_G_Major\I._Allemante\0.mp3,https://www.youtube.com/watch?v=0lOKSSpHy_o,Handel: Keyboard Suites Nos. 9 - 16 / Bach: Franch Suites No. 6,1979,18
Vladimir Ashkenazy,6,"Partita No. 5 In G Major, BWV 829: 2. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._5_In_G_Major,_BWV_829\2._Allemande\6.mp3",https://www.youtube.com/watch?v=CNHWk_I1bfk,"Bach, J.S.: The Six Partitas",2010-01-01,19
Claudio Arrau,11,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XVII",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli\Variation_XVII\4.mp3",https://www.youtube.com/watch?v=ljT0kLf-ogM,Beethoven: The Complete Piano Sonatas & Concertos,1998-01-01,5
András Schiff,4,"Partita No. 3 in A minor, BWV 827: 3. Corrente",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._3_in_A_minor,_BWV_827\3._Corrente\2.mp3",https://www.youtube.com/watch?v=DcD4Vrp7qXw,"Bach, J.S.: 6 Partitas, BWV 825-830",1985-04-25,3
Friedrich Gulda,24,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\I._Allegro_assai\107.mp3",https://www.youtube.com/watch?v=vKt5OeT2VUo,"Beethoven: Piano Sonatas Nos. 14, 15, 17, 21-24 & 32",1973-01-01,8
Claudio Arrau,11,"Piano Sonata No. 31 in A-Flat Major, Op. 110: II. Allegro molto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._31_in_A-Flat_Major,_Op._110\II._Allegro_molto\20.mp3",https://www.youtube.com/watch?v=8SJLTAfrPL4,Beethoven: The 5 Piano Concertos,2014-11-01,5
Walter Gieseking,8,"Piano Sonata No. 30 in E Major, Op. 109: II. Prestissimo (Live)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._30_in_E_Major,_Op._109\II._Prestissimo\14.mp3",https://www.youtube.com/watch?v=Y4C9NQJpseo,Beethoven & Brahms: Works for Violin & Piano (Live),2020-10-16,21
Nikolai Lugansky,41,"Etudes-tableaux, Op. 39: No. 7 in C Minor. Lento lugubre",Sergei Rachmaninoff,".\audio\Sergei_Rachmaninoff\Etudes-Tableaux,_Op.39\No.7_in_C_Minor\11.mp3",https://www.youtube.com/watch?v=6dqZy841tAg,"Rachmaninoff: Études-Tableaux, Op. 33 & Op. 39",2007-07-22,15
Walter Gieseking,8,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.12_in_F,_K.332\2._Adagio\3.mp3",https://www.youtube.com/watch?v=fItsmZqGBFk,"Walter Gieseking: Lightness & Clarity, Vol. 9",2021-08-20,21
Maurizio Pollini,5,"Fantasy in C Major, Op. 15, D. 760 ""Wanderer"": IV. Allegro",Franz Schubert,".\audio\Franz_Schubert\Fantasy_in_C_Major,_Op._15,_D._760_Wanderer-Fantasy\IV._Allegro\3.mp3",https://www.youtube.com/watch?v=oPrHe6lJboA,Deep Dive - Pollini,2022-02-18,12
Vladimir Ashkenazy,6,"Partita No. 3 in A minor, BWV 827: 2. Allemande",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Partita_No._3_in_A_minor,_BWV_827\2._Allemande\2.mp3",https://www.youtube.com/watch?v=2iWFTjVkoT8,"Bach, J.S.: The Six Partitas",2010-01-01,19
Artur Schnabel,23,"Beethoven: Piano Sonata No. 28 in A Major, Op. 101: II. Lebhaft, Marschmässig. Vivace alla marcia",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._28_in_A_Major,_Op._101\II._Lebhaft._Marschmassig\14.mp3",https://www.youtube.com/watch?v=02h9mlMxVlE,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Martha Argerich,7,"Scherzo No. 2 in B-Flat Minor, Op. 31: Presto",Frédéric Chopin,".\audio\Frédéric_Chopin\Scherzo_No._2_in_B-Flat_Minor,_Op._31,_B._111\11.mp3",https://www.youtube.com/watch?v=lzu6tNXoVSY,The Sound Of Martha Argerich (By Classic FM),2013-01-01,11
Sviatoslav Richter,0,"Piano Sonata No. 9 in C Major, Op. 103: I. Allegretto (Live)",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._9_in_C_Major,_Op._103\I._Allegretto\3.mp3",https://www.youtube.com/watch?v=Qmr0BA_eK7M,A Musical Friendship: Sviatoslav Richter Live in Japan,1989,18
Alfred Brendel,19,"Piano Sonata No.22 in F, Op.54: 1. In Tempo d'un Menuetto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._22_in_F_Major,_Op._54\I._In_tempo_d'un_minuetto\26.mp3",https://www.youtube.com/watch?v=uygVk6dnlZQ,"Beethoven: Piano Sonatas Opp.53 ""Waldstein"", 54 & 101; Andante favori",1993-01-01,0
Vladimir Horowitz,2,"Harmonies poetiques et religieuses, S173/R14: No. 7. Funerailles",Franz Liszt,".\audio\Franz_Liszt\10_Harmonies_poétiques_et_religieuses,_S.173\No._7._Funerailles\2.mp3",https://www.youtube.com/watch?v=Y4ZLaHa04Lg,"Vladimir Horowitz, Vol. 3 (1932, 1942, 1946)",2012-11-01,20
Daniel Barenboim,9,"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": III. Marcia funebre sulla morte d'un Eroe",Ludwig van Beethoven,.\audio\Ludwig_van_Beethoven\Sonata_No._12_In_A_Flat_Op._26\3._Marcia_funebre_sulla_morte_d'un_Eroe_-_Live\13.mp3,https://www.youtube.com/watch?v=bp90HVE3LJ4,Beethoven: Piano Sonatas Nos. 7-12,2020-10-30,6
Alfred Brendel,19,"Piano Sonata No. 29 in B-Flat Major, Op. 106 ""Hammerklavier"": I. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._29_in_B-Flat_Major,_Op._106_Hammerklavier\I._Allegro\38.mp3",https://www.youtube.com/watch?v=63oTns_1JxQ,"The Legendary Early Recordings: Alfred Brendel, Vol. 9",2019-04-05,0
Alicia de Larrocha,18,"Piano Sonata in D Major, K. 311: I. Allegro con spirito",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.9_in_D,_K.311\1._Allegro_con_spirito\6.mp3",https://www.youtube.com/watch?v=OBZlzw6l7yM,"Mozart Klaviersonaten: Piano Sonatas K309, 310, 311, 330",1992-02-11,2
Martha Argerich,7,"Kinderszenen, Op. 15: 2. Kuriose Geschichte",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\2._Kuriöse_Geschichte\26.mp3",https://www.youtube.com/watch?v=LAH0ReaJOYI,My Dearest Martha - Eine persönliche Auswahl von Mischa Maisky,2011-01-01,11
Friedrich Gulda,24,"English Suite No. 3 in G Minor, BWV 808: VI. Gigue",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\English_Suite_No.3_in_G_minor,_BWV_808\6._Gigue\14.mp3",https://www.youtube.com/watch?v=Xbui_1VmzgQ,Gulda Plays Bach,2008-01-01,8
Martha Argerich,7,"Piano Sonata No. 7 in D Major, Op. 10 No. 3: I. Presto (Live)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._7_in_D_Major,_Op._10_No._3\I._Presto\19.mp3",https://www.youtube.com/watch?v=VKKALojChlM,"Martha Argerich Live, Vol. 3",2017-01-20,11
Nikolai Lugansky,41,"Chopin: 12 Études, Op. 25: No. 8 in D-Flat Major",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._25\No._8_in_D-Flat_Major\38.mp3",https://www.youtube.com/watch?v=fcGEt-iRXMA,"Chopin: Études, Op. 10 & 25",2000-01-01,15
Murray Perahia,13,"Piano Sonata No. 20 in A Major, D. 959: IV. Rondo. Allegretto",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No._20_in_A_Major,_D._959\1._Allegro\14.mp3",https://www.youtube.com/watch?v=-D20aYLcpMY,Schubert: Piano Sonata No. 20 in A Major - Schumann: Piano Sonata No. 2 in G Minor,1988-04-19,14
Glenn Gould,15,"Piano Sonata No. 1 in C Major, K. 279: II. Andante",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No._1_in_C,_K.279\2._Andante\4.mp3",https://www.youtube.com/watch?v=kKV58Vu06DA,Glenn Gould plays Mozart: The Piano Sonatas (No. 10: Recordings of 1958 & 1970); Fantasias K. 397 & K. 475; Fantasia & Fugue K. 394; Piano Concerto No. 24 K. 491,1958,9
Friedrich Gulda,24,"Préludes, Book 2, L. 123: No. 4, Les fées sont d'exquises danseuses (Live)",Claude Debussy,".\audio\Claude_Debussy\Préludes,_Book_2,_L._123\No._4,_Les_fées_sont_d'exquises_danseuses\14.mp3",https://www.youtube.com/watch?v=ZO5P_JJ1Ioc,Friedrich Gulda: The Stuttgart Solo Recitals (Live),2019-09-13,8
Vladimir Horowitz,2,"Kreisleriana, Op. 16 (Instrumental): 1. Äusserst bewegt",Robert Schumann,".\audio\Robert_Schumann\Kreisleriana,_Op._16\I._Äußerst_bewegt\1.mp3",https://www.youtube.com/watch?v=bbnJcBBNldQ,"Vladimir Horowitz live at Carnegie Hall - Recital December 15, 1968: Haydn, Schumann, Rachmaninoff, Chopin, Liszt & Moszkowski",2013,20
Emil Gilels,1,"Piano Sonata No. 8 in A Minor, K. 310: III. Presto (Live)",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.8_in_A_minor,_K.310\3._Presto\1.mp3",https://www.youtube.com/watch?v=0Hk7TiI0cnk,"Mozart, Debussy & Others: Piano Works (Live)",2021-01-08,7
Glenn Gould,15,"6 Bagatelles, Op. 126: No. 4 in B Minor. Presto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Bagatelles,_Op._126\No._4_in_B_Minor\7.mp3",https://www.youtube.com/watch?v=scI-NX1GKj8,"Glenn Gould plays Beethoven: 32 Variations WoO 80; ""Eroica"" Variations op. 35; 6 Variations op. 34; Bagatelles op. 33 & op. 126; Piano Sonata No. 24 ""À Thérèse""",1970,9
Vladimir Horowitz,2,"Piano Sonata in B Minor, S. 178",Franz Liszt,".\audio\Franz_Liszt\Piano_Sonata_in_B_Minor,_S._178\3.mp3",https://www.youtube.com/watch?v=z7L0IqjKHdM,Horowitz Plays Liszt,1987,20
András Schiff,4,"15 Three-part Inventions, BWV 787/801: No. 9 in F Minor, BWV 795",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\15_Three-part_Inventions\No._9_in_F_Minor,_BWV_795\1.mp3",https://www.youtube.com/watch?v=nicsV8qvpYo,"Bach, J.S.: Two and Three Part Inventions",1985-01-01,3
Sviatoslav Richter,0,"Fifteen Variations and Fugue in E-Flat Major, Op.35, “Eroica”: Introduzione col basso del tema",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Fifteen_Variations_and_Fugue_in_E-Flat_Major,_Op.35,_“Eroica”\Introduzione_col_basso_del_tema\0.mp3",https://www.youtube.com/watch?v=4IPCjc63L2c,Richter plays Beethoven & Schumann,1970-01-01,18
Vladimir Horowitz,2,"Études, Op. 10: No. 5 in G-Flat Major ""Black Keys"" - Instrumental",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._10\No._5_in_G-Flat_Major_Black_Keys\2.mp3",https://www.youtube.com/watch?v=5fG7oFiDf8M,Horowitz: Favorite Encores,1987-03-24,20
Samson François,48,"Debussy: Suite bergamasque, CD 82, L. 75: IV. Passepied",Claude Debussy,".\audio\Claude_Debussy\Suite_bergamasque,_L._75\IV._Passepied\10.mp3",https://www.youtube.com/watch?v=9b1cBFYvFzA,Debussy,2012-04-18,17
Alicia de Larrocha,18,"Carnaval, Op.9: ASCH-SCHA-Chiarina-Chopin-Estrella",Robert Schumann,".\audio\Robert_Schumann\Carnaval,_Op._9\10-13._ASCH-SCHA-Chiarina-Chopin-Estrella\1.mp3",https://www.youtube.com/watch?v=uZMw26hqdg8,Schumann: Carnaval; Faschingsschwank aus Wien; Allegro in B Minor,1989-01-01,2
Glenn Gould,15,"Piano Sonata No. 18 in D Major, K. 576: III. Allegretto - Remastered",Wolfgang Amadeus Mozart,".\audio\Wolfgang_Amadeus_Mozart\Piano_Sonata_No.18_in_D,_K.576\3._Allegretto\24.mp3",https://www.youtube.com/watch?v=wpu-cypumU0,"Mozart: Piano Sonatas Nos. 14, 17 & 18; Fantasia in C Minor, K. 475 (Gould Remastered)",1975,9
Artur Schnabel,23,"Schubert: Piano Sonata No. 17 in D Major, D. 850: IV. Rondo. Allegro moderato",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.17_in_D,_D.850\4._Rondo_(Allegro_moderato)\14.mp3",https://www.youtube.com/watch?v=pYaPeJj0MCc,"Schubert: Piano Works, Trout Quintet, Lieder",2018-08-24,4
Alfred Brendel,19,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": III. Presto agitato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\3._Presto_agitato\36.mp3",https://www.youtube.com/watch?v=ce79i2jKbPM,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 2",2013,0
Nikolai Lugansky,41,"Chopin: 12 Études, Op. 25: No. 12 in C Minor",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._25\No._12_in_C_Minor\74.mp3",https://www.youtube.com/watch?v=ttM5K5qQ8fY,"Chopin: Études, Op. 10 & 25",2000-01-01,15
Friedrich Gulda,24,"Piano Sonata No. 52 in E-Flat Major, Op. 92, Hob. XVI:52: I. Allegro moderato (Live)",Franz Joseph Haydn,".\audio\Franz_Joseph_Haydn\Keyboard_Sonata_in_E-Flat_Major,_Op._92,_Hob._XVI52\I._Allegro\4.mp3",https://www.youtube.com/watch?v=GqvhE3ta5sM,"Mozart, Beethoven & Others: Piano Works (Remastered 2021) [Live]",2021-02-12,8
Mitsuko Uchida,26,"Piano Sonata No.19 in C minor, D.958: 1. Allegro",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No.19_in_C_minor,_D.958\1._Allegro\42.mp3",https://www.youtube.com/watch?v=AbrZThJ45QU,Schubert: Piano Sonatas D958 & D959,1998-01-01,13
Alicia de Larrocha,18,"French Suite No. 6 in E Major, BWV 817: 2. Courante",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\French_Suite_No.6_in_E,_BWV_817\2._Courante\5.mp3",https://www.youtube.com/watch?v=4R3GFhtr3pY,The Art of Alicia de Larrocha,2003-01-01,2
Lang Lang,39,"8 Etudes, Op. 42: No. 3 in F-Sharp Major",Alexander Scriabin,".\audio\Alexander_Scriabin\8_Etudes,_Op._42\No._3_in_F-Sharp_Major\2.mp3",https://www.youtube.com/watch?v=VlRqpKHGO94,"Rachmaninoff: Piano Concerto No. 3 in D Minor, Op. 30 - Scriabin: Etudes",2002-04-23,10
Friedrich Gulda,24,"Piano Sonata No. 1 in F Minor, Op. 2 No. 1: IV. Prestissimo",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\IV._Prestissimo\25.mp3",https://www.youtube.com/watch?v=avlXsEcG1Xs,"Milestones of a Piano Legend: Friedrich Gulda, Vol. 7",2018-10-05,8
Mitsuko Uchida,26,"Piano Sonata No.20 in A, D.959: 4. Rondo (Allegretto)",Franz Schubert,".\audio\Franz_Schubert\Piano_Sonata_No._20_in_A_Major,_D._959\4._Rondo_(Allegretto)\24.mp3",https://www.youtube.com/watch?v=Y_eiuQs5rW8,Mitsuko Uchida plays Schubert,2004-01-01,13
Robert Casadesus,21,"Estampes, L. 100: 2. La soirée dans Grenade",Claude Debussy,".\audio\Claude_Debussy\Estampes,_L._100\2._Soirée_dans_Grenade\5.mp3",https://www.youtube.com/watch?v=3b0hpZ0aMU8,Casadesus Plays Piano Music of Debussy,1946,16
Samson François,48,"Debussy: 12 Études, CD 143, L. 136: No. 8, Pour les agréments",Claude Debussy,".\audio\Claude_Debussy\12_Etudes,_Book_1,_L._136\No._8,_Pour_les_agréments\4.mp3",https://www.youtube.com/watch?v=vhKqwBexKXk,Debussy,2012-04-18,17
Vladimir Ashkenazy,6,"Waltz No.3 in A Minor, Op.34 No.2",Frédéric Chopin,".\audio\Frédéric_Chopin\Waltz_No.3_in_A_Minor,_Op.34_No.2\21.mp3",https://www.youtube.com/watch?v=wW_q0ZIp5Wg,Essential Chopin,2003-01-01,19
Vladimir Ashkenazy,6,"12 Etudes, Op. 25: No. 11 in A Minor ""Winter Wind""",Frédéric Chopin,".\audio\Frédéric_Chopin\12_Études,_Op._25\No._11_in_A_Minor_Winter_Wind\15.mp3",https://www.youtube.com/watch?v=j6OivTCpnwg,"Chopin: Etudes, Opp. 10 & 25",1994,19
Alfred Brendel,19,"Piano Sonata No. 11 in B-Flat Major, Op. 22: 4. Rondo. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._11_in_B-Flat_Major,_Op._22\IV._Rondo._Allegretto\15.mp3",https://www.youtube.com/watch?v=nAV-4Xw1a18,Beethoven: Complete Piano Sonatas & Concertos,2010-01-01,0
Sviatoslav Richter,0,"Beethoven: Piano Sonata No. 1 in F Minor, Op. 2 No. 1: II. Adagio",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._1_in_F_Minor,_Op._2_No._1\II._Adagio\0.mp3",https://www.youtube.com/watch?v=rum9Dz_ZzOQ,Sviatoslav Richter: The Master Pianist,2008-09-08,18
Vladimir Horowitz,2,"Kinderszenen, Op. 15: XIII. Der Dichter spricht",Robert Schumann,".\audio\Robert_Schumann\Kinderszenen,_Op._15\13._Der_Dichter_spricht\4.mp3",https://www.youtube.com/watch?v=jEy8pKzwqlM,Horowitz the Poet,1991-01-01,20
Vladimir Ashkenazy,6,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": 1. Allegro assai",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\I._Allegro_assai\40.mp3",https://www.youtube.com/watch?v=jJCklQCoyJk,"Beethoven: Piano Sonatas Nos.14, 21 & 23",1989-01-01,19
Vladimir Ashkenazy,6,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Fugue in F sharp minor BWV 883",Johann Sebastian Bach,".\audio\Johann_Sebastian_Bach\Das_Wohltemperierte_Klavier_Book2\Book_2,_BWV_870-893_Fugue_in_F_sharp_minor_BWV_883\1.mp3",https://www.youtube.com/watch?v=NqbStkTRwk0,"Bach, J.S.: Das Wohltemperierte Klavier",2005-01-01,19
Glenn Gould,15,"Piano Sonata No. 5 in C Minor, Op. 10 No. 1: II. Adagio molto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.5_in_C_minor,_Op.10_No.1\2._Adagio_molto\13.mp3",https://www.youtube.com/watch?v=sSWwYNwgAHg,Glenn Gould plays Beethoven: Piano Sonatas Nos. 1-3; 5-10; 12-14; 15-18; 23; 30-32,1965,9
Artur Schnabel,23,"Beethoven: Piano Sonata No. 11 in B-Flat Major, Op. 22: II. Adagio con molto espressione",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._11_in_B-Flat_Major,_Op._22\II._Adagio_con_molto_espressione\16.mp3",https://www.youtube.com/watch?v=Q2sfcEWN8XE,Beethoven: Complete Piano Sonatas (2016 Remaster),2016-08-26,4
Glenn Gould,15,"6 Bagatelles, Op. 126: No. 3 in E-Flat Major: Andante",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Bagatelles,_Op._126\No._3_in_E-Flat_Major\2.mp3",https://www.youtube.com/watch?v=P4TreJTnXI0,Beethoven: Piano Works,1957,9
Nikolai Lugansky,41,"The Seasons, Op. 37a, TH 135: No. 9 in G Major, September. The Hunt",Pyotr Ilyich Tchaikovsky,".\audio\Pyotr_Ilyich_Tchaikovsky\The_Seasons,_Op._37a,_TH_135\9._September_The_Hunt\3.mp3",https://www.youtube.com/watch?v=-5EatENRIyA,Tchaikovsky: Grand Sonata & The Seasons,2017-05-19,15
Sviatoslav Richter,0,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest"": II. Adagio (Live)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._17_in_D_Minor,_Op._31_No._2_Tempest\II._Adagio\0.mp3",https://www.youtube.com/watch?v=1LMjyOP8nU0,"Beethoven: Piano Sonatas Nos. 17, 18 & 23 (Live)",2021-09-17,18
Alfred Brendel,19,"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: 2. Rondo. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._19_in_G_Minor,_Op._49,_No._1\II._Rondo._Allegro\20.mp3",https://www.youtube.com/watch?v=LbZhzdyAoRY,Beethoven: Complete Piano Sonatas & Concertos,2010-01-01,0
Vladimir Ashkenazy,6,"2 Danses, Op. 73: 1. Guirlandes",Alexander Scriabin,".\audio\Alexander_Scriabin\2_Danses,_Op._73\1._Guirlandes\1.mp3",https://www.youtube.com/watch?v=axSxY7ShRyE,"Scriabin: Piano Sonatas Nos. 2, 7 & 10; 4 Morceaux, Op.56",1978-12-05,19
Alfred Brendel,19,"Piano Sonata No. 32 in C Minor, Op. 111: I. Maestoso - Allegro con brio e appassionato",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._32_in_C_Minor,_Op._111\I._Maestoso_-_Allegro_con_brio_ed_appassionato\41.mp3",https://www.youtube.com/watch?v=OxoCOV_WzbM,"Alfred Brendel, the Legendary Mozart & Beethoven Recordings, Vol. 2",2013,0
Emil Gilels,1,"Piano Sonata No.6 In F, Op.10 No.2: 1. Allegro",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.6_in_F,_Op.10_No.2\1._Allegro\0.mp3",https://www.youtube.com/watch?v=iZjCMqSxDqA,Beethoven: The Piano Sonatas,2006-01-01,7
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 9 in A Major [Live]",Sergei Rachmaninoff,".\audio\Sergei_Rachmaninoff\13_Preludes,_Op._32\No._9_in_A_Major\2.mp3",https://www.youtube.com/watch?v=APU8BMwS3u4,Ravel & Rachmaninoff: Piano Works (Live),2021-07-23,18
Lang Lang,39,"Piano Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": II. Andante con moto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._23_in_F_Minor,_Op._57_Appassionata\II._Andante_con_moto\113.mp3",https://www.youtube.com/watch?v=pkvOeaqIDek,Live in Vienna,2010-08-23,10
Vladimir Horowitz,2,"Vers la flamme, Op. 72: Allegro moderato - Remastered",Alexander Scriabin,".\audio\Alexander_Scriabin\Vers_la_flamme,_Op.72\9.mp3",https://www.youtube.com/watch?v=nl7PoEUjv7I,Horowitz plays Scriabin (Remastered),1951,20
Emil Gilels,1,"Piano Sonata No.2 In A, Op.2 No.2: 4. Rondo (Grazioso)",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No.2_in_A,_Op.2_No.2\4._Rondo_(Grazioso)\0.mp3",https://www.youtube.com/watch?v=WWkJEdRbH3s,Beethoven: The Piano Sonatas,2006-01-01,7
Emil Gilels,1,"Piano Sonata No. 2 in D Minor, Op. 14: I. Allegro, ma non troppo - Più mosso - Tempo primo",Sergei Prokofiev,".\audio\Sergei_Prokofiev\Piano_Sonata_No._2_in_D_Minor,_Op._14\I._Allegro_ma_non_troppo\4.mp3",https://www.youtube.com/watch?v=8meAVwcQ4b4,The Russian Piano Tradition: Emil Gilels,2007-05-01,7
Martha Argerich,7,"Gaspard de la nuit, M. 55: I. Ondine",Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Ondine\5.mp3",https://www.youtube.com/watch?v=UKIguyNU_vU,The Successful Beginning,2018-08-17,11
Martha Argerich,7,"Gaspard de la nuit, M. 55: I. Ondine (Live)",Maurice Ravel,".\audio\Maurice_Ravel\Gaspard_de_la_nuit,_M.55\Ondine\7.mp3",https://www.youtube.com/watch?v=caLamrApuq8,"Martha Argerich Live, Vol. 2",2017-01-20,11
Emil Gilels,1,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": II. Allegretto",Ludwig van Beethoven,".\audio\Ludwig_van_Beethoven\Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_Moonlight\2._Allegretto\2.mp3",https://www.youtube.com/watch?v=lWLs4FJv-gY,"Beethoven: Piano Sonatas Nos.8 ""Pathétique"", 13 & 14 ""Moonlight""",1981-01-01,7
